short_name,age,nationality_name,overall,potential,club_name,value_eur,wage_eur,player_positions
T. Edun,23,England,65,74,Blackburn Rovers,1500000.0,8000.0,LB
Ozkoidi,31,Spain,65,65,SD Amorebieta,600000.0,2000.0,LM
Morillas,34,Spain,65,65,UD Ibiza,250000.0,2000.0,LB
Paulo Henrique,24,Portugal,65,72,Santa Clara,1400000.0,1000.0,LB
J. Vachoux,26,France,65,68,USL Dunkerque,725000.0,1000.0,GK
J. Leborgne,25,France,65,70,Rodez Aveyron Football,1000000.0,2000.0,CM
C. Lattanzio,23,Argentina,65,71,Club Atlético Central Córdoba,1100000.0,3000.0,LM
Luis Paezinho,25,Brazil,65,65,Santos,700000.0,6000.0,CB
Míchel Zabaco,32,Spain,65,65,Burgos CF,475000.0,2000.0,CB
Jackson Crusso,21,Brazil,65,65,Cuiabá,850000.0,4000.0,RW
Bernard Alemão,29,Brazil,65,65,Fortaleza,600000.0,4000.0,CDM
Wilsson Rosito,25,Brazil,65,65,RB Bragantino,800000.0,4000.0,CAM
Danilo Sacrio,29,Brazil,65,65,Associação Chapecoense de Futebol,725000.0,5000.0,ST
Emílio Trevões,33,Brazil,65,65,Juventude,450000.0,7000.0,ST
Y. Deichmann,26,Germany,65,65,TSV 1860 München,775000.0,1000.0,RM
R. Pirrello,25,Italy,65,72,Empoli,1300000.0,10000.0,CB
A. Kilgour,23,England,65,71,Bristol Rovers,1000000.0,3000.0,CB
A. Ndom,25,France,65,72,AJ Auxerre,1300000.0,2000.0,CDM
H. Odoffin,23,England,65,71,Rotherham United,1000000.0,3000.0,CDM
F. Henríquez,26,Argentina,65,68,Club Atlético Huracán,925000.0,3000.0,CM
R. Macagno,24,Argentina,65,73,Newell's Old Boys,1400000.0,2000.0,GK
M. Poaty,23,France,65,70,Seraing,1000000.0,3000.0,LB
M. Penney,23,England,65,72,Ipswich Town,1400000.0,3000.0,LB
Q. Braat,23,France,65,70,Chamois Niortais Football Club,875000.0,1000.0,GK
A. Donkor,23,Germany,65,72,SV Waldhof Mannheim 07,1400000.0,1000.0,LB
J. Galeano,32,Argentina,65,65,Club Atlético Central Córdoba,550000.0,4000.0,CM
Henrique Trevisan,24,Brazil,65,70,Oita Trinita,975000.0,2000.0,CB
D. Jaiyesimi,23,England,65,72,Charlton Athletic,1400000.0,2000.0,RW
L. Geminiani,30,Argentina,65,65,Patronato,625000.0,4000.0,RB
Bueno,25,Brazil,65,70,Kashima Antlers,950000.0,2000.0,CB
J. Latibeaudiere,21,England,65,74,Swansea City,1500000.0,5000.0,CB
L. Montoya,26,Argentina,65,68,Club Atlético Sarmiento,850000.0,3000.0,LB
K. Staude,24,Germany,65,70,TSV 1860 München,1100000.0,1000.0,LM
N. Landgraf,25,Germany,65,69,Hallescher FC,925000.0,1000.0,LB
P. Kurzweg,27,Germany,65,66,FC Ingolstadt 04,750000.0,5000.0,LB
A. Ba,31,France,65,65,USL Dunkerque,500000.0,2000.0,CB
Raúl Navarro,27,Spain,65,66,Burgos CF,750000.0,2000.0,RB
Y. Demoncy,25,France,65,72,Paris FC,1300000.0,2000.0,CDM
N. Gorosito,32,Argentina,65,65,AD Alcorcón,475000.0,3000.0,CB
T. Duman,23,Germany,65,70,1. FC Nürnberg,1100000.0,3000.0,RM
S. Müller,25,Germany,65,71,Hallescher FC,875000.0,950.0,GK
J. Smith,23,England,65,71,Burton Albion,1100000.0,2000.0,RM
M. Nicolas,23,Germany,65,71,Viktoria Köln,925000.0,4000.0,GK
I. Escobar,25,Argentina,65,70,Godoy Cruz,975000.0,4000.0,LB
L. Thomas,22,England,65,75,Bristol Rovers,1600000.0,9000.0,RM
Léo Sena,25,Brazil,65,67,Spezia,900000.0,5000.0,CM
P. Menzel,22,Germany,65,71,SK Austria Klagenfurt,925000.0,2000.0,GK
A. Famewo,22,England,65,73,Charlton Athletic,1500000.0,7000.0,CB
T. Pearce,23,England,65,72,Wigan Athletic,1400000.0,1000.0,LB
Rafa Mújica,22,Spain,65,75,Unión Deportiva Las Palmas,1600000.0,3000.0,ST
R. Sykes,22,England,65,72,Accrington Stanley,1300000.0,1000.0,CB
Y. Diouf,21,France,65,77,Stade de Reims,1500000.0,3000.0,GK
A. Morley,21,England,65,74,Rochdale,1500000.0,2000.0,CDM
Strefezza,24,Brazil,65,70,Lecce,1100000.0,1000.0,RM
Javi Díaz,24,Spain,65,73,Sevilla FC,1400000.0,4000.0,GK
Kauã Reisende,29,Brazil,65,65,Bahia,700000.0,4000.0,CAM
F. Negri,26,Argentina,65,66,Newell's Old Boys,850000.0,4000.0,LM
A. Jones,23,England,65,74,Hull City,1500000.0,3000.0,CB
H. Darling,21,England,65,74,Milton Keynes Dons,1500000.0,2000.0,CB
J. Kade,22,Germany,65,73,SG Dynamo Dresden,1600000.0,4000.0,CM
D. Adeniran,22,England,65,74,Sheffield Wednesday,1600000.0,2000.0,CM
J. Iritier,26,Argentina,65,66,Club Atlético Aldosivi,850000.0,4000.0,LW
A. Seydel,25,Germany,65,68,SV Darmstadt 98,950000.0,4000.0,ST
R. Cooney,21,England,65,72,Morecambe,1400000.0,2000.0,RB
Darío Poveda,24,Spain,65,72,Getafe CF,1400000.0,7000.0,ST
Y. Merdji,27,France,65,65,Chamois Niortais Football Club,775000.0,2000.0,ST
C. Bramall,25,England,65,68,Lincoln City,875000.0,3000.0,LB
D. Mitchell,24,England,65,70,Blackpool,1000000.0,3000.0,LB
A. May,27,England,65,65,Cheltenham Town,775000.0,3000.0,ST
B. Passi,23,France,65,71,Chamois Niortais Football Club,1000000.0,2000.0,CB
J. Pourtau,21,Argentina,65,78,Estudiantes de La Plata,1500000.0,2000.0,GK
S. Ambri,23,France,65,71,FC Sochaux-Montbéliard,1100000.0,2000.0,LM
J. Bowler,22,England,65,71,Blackpool,1100000.0,3000.0,RM
L. Pizarro,23,Argentina,65,71,Godoy Cruz,1100000.0,3000.0,LM
S. Raggett,27,England,65,67,Portsmouth,750000.0,3000.0,CB
B. Rother,24,Germany,65,69,F.C. Hansa Rostock,925000.0,2000.0,CDM
T. Jacobsen,24,Germany,65,69,SV Werder Bremen,925000.0,3000.0,CDM
D. Ernst,30,Germany,65,65,1. FC Saarbrücken,625000.0,2000.0,RB
B. Girth,29,Germany,65,65,Eintracht Braunschweig,725000.0,2000.0,ST
C. Greger,24,Germany,65,71,Viktoria Köln,1000000.0,1000.0,CB
L. Leahy,28,England,65,65,Shrewsbury Town,650000.0,3000.0,LWB
Foguinho,29,Brazil,65,65,Vegalta Sendai,600000.0,2000.0,CDM
S. Bösel,26,Germany,65,67,1. FC Saarbrücken,800000.0,2000.0,RB
M. Rossmann,26,Germany,65,68,Viktoria Köln,825000.0,2000.0,CB
L. Scherff,24,Germany,65,69,F.C. Hansa Rostock,950000.0,2000.0,LB
F. Wagner,23,Germany,65,72,SV Waldhof Mannheim 07,1300000.0,1000.0,CDM
J. Lescano,28,Argentina,65,65,Brisbane Roar,725000.0,2000.0,ST
T. Müller,26,Germany,65,68,1. FC Magdeburg,825000.0,1000.0,CB
J. Arp,21,Germany,65,76,Holstein Kiel,1600000.0,12000.0,ST
Pedro Silva,24,Portugal,65,69,FC Vizela,800000.0,1000.0,GK
D. Gomis,28,France,65,65,Pau FC,725000.0,2000.0,LM
T. Tillman,22,Germany,65,73,SpVgg Greuther Fürth,1600000.0,6000.0,CM
P. Ruiz,22,Argentina,65,77,Real Salt Lake,1700000.0,2000.0,CDM
J. Beste,22,Germany,65,74,SSV Jahn Regensburg,1500000.0,3000.0,LB
L. Woolfenden,22,England,65,71,Ipswich Town,1000000.0,3000.0,CB
A. Pears,23,England,65,74,Blackburn Rovers,1400000.0,7000.0,GK
L. Pintor,20,France,65,75,Olympique Lyonnais,1600000.0,11000.0,RW
E. Ebosse,22,France,65,74,Angers SCO,1500000.0,5000.0,LB
J. Brown,22,England,65,73,Sheffield Wednesday,1500000.0,2000.0,LB
T. Eyoma,21,England,65,73,Lincoln City,1500000.0,2000.0,RB
M. Osores,24,Argentina,65,73,Atlético Tucumán,1500000.0,3000.0,CB
S. Benda,22,Germany,65,72,Swansea City,1200000.0,5000.0,GK
T. Knöll,23,Germany,65,72,Türkgücü München,1400000.0,2000.0,ST
C. Bassey,21,England,65,79,Rangers FC,1700000.0,8000.0,LB
Mario Hernández,22,Spain,65,76,Rayo Vallecano,1500000.0,4000.0,RB
Chris Ramos,24,Spain,65,71,CD Lugo,1100000.0,2000.0,LM
L. Moser,21,Germany,65,74,SK Austria Klagenfurt,1400000.0,4000.0,GK
J. Blázquez,20,Argentina,65,81,Club Atlético Talleres,1700000.0,2000.0,GK
Oriol Rey,23,Spain,65,75,CD Mirandés,1500000.0,2000.0,CDM
L. Recalde,25,Argentina,65,69,Platense,900000.0,3000.0,CB
Arnau Puigmal,20,Spain,65,80,Unión Deportiva Almería,1700000.0,2000.0,CM
H. Carter,21,England,65,73,Blackburn Rovers,1500000.0,7000.0,CB
G. Tanner,21,England,65,74,Bristol City,1500000.0,6000.0,RB
A. Appiah,20,England,65,80,Unión Deportiva Almería,1700000.0,2000.0,RM
J. Guttau,21,Germany,65,76,Hallescher FC,1600000.0,1000.0,LM
Carlos Isaac,23,Spain,65,74,Real Oviedo,1500000.0,5000.0,RB
Manu Hernando,22,Spain,65,76,CD Tondela,1500000.0,2000.0,CB
A. Buongiorno,22,Italy,65,76,Torino F.C.,1500000.0,8000.0,CB
T. Hamer,21,England,65,74,Burton Albion,1500000.0,1000.0,LB
D. Pereira,22,England,65,72,Luton Town,1500000.0,3000.0,LM
B. Mumba,19,England,65,78,Norwich City,1600000.0,4000.0,RB
P. Sander,23,Germany,65,72,Holstein Kiel,1400000.0,6000.0,CM
C. Braun,29,Germany,65,65,FC Botoşani,625000.0,3000.0,RB
Miguel Rubio,23,Spain,65,75,Burgos CF,1500000.0,5000.0,CB
Juan Cruz,21,Spain,65,78,Real Betis Balompié,1800000.0,4000.0,LM
David Tavares,22,Portugal,65,75,Futebol Clube de Famalicão,1600000.0,2000.0,CM
D. Spence,20,England,65,79,Nottingham Forest,1600000.0,5000.0,RB
K. Ludewig,21,Germany,65,74,FC Red Bull Salzburg,1500000.0,5000.0,RWB
André Ferreira,25,Portugal,65,71,FC Paços de Ferreira,875000.0,2000.0,GK
O. Batista Meier,20,Germany,65,80,FC Bayern München,1700000.0,11000.0,CAM
S. Belkahia,22,Germany,65,74,TSV 1860 München,1500000.0,950.0,CB
T. Bonga,24,Germany,65,71,VfL Bochum 1848,1100000.0,6000.0,RM
B. Mendy,21,France,65,78,Angers SCO,1700000.0,4000.0,CDM
A. Rossipal,25,Germany,65,69,SV Waldhof Mannheim 07,925000.0,1000.0,LB
K. Watts,21,England,65,76,Wigan Athletic,1500000.0,6000.0,CB
Y. Letard,22,France,65,71,LASK Linz,1000000.0,5000.0,CB
H. Sy,25,France,65,70,Amiens SC,975000.0,2000.0,LB
D. Guidi,25,France,65,70,SC Bastia,950000.0,2000.0,CB
P. Chato,24,Germany,65,70,Türkgücü München,1000000.0,1000.0,CDM
A. Schott,21,Argentina,65,77,Platense,1700000.0,3000.0,RB
Martín,21,Spain,65,77,Villarreal CF,1700000.0,3000.0,CB
Sergio Moreno,22,Spain,65,76,Rayo Vallecano,1600000.0,5000.0,ST
M. Capasso,25,Argentina,65,72,Newell's Old Boys,1300000.0,4000.0,CB
C. Gomes,20,France,65,78,Barnsley,1600000.0,7000.0,CDM
J. López,21,Argentina,65,74,Racing Club,1600000.0,4000.0,CM
W. Pérez,22,Argentina,65,72,Club Atlético Huracán,1400000.0,3000.0,LB
N. Alioui,22,France,65,74,Le Havre AC,1600000.0,2000.0,LM
A. Vogliacco,22,Italy,65,75,Benevento,1500000.0,4000.0,CB
G. Rutter,19,France,65,80,TSG Hoffenheim,1700000.0,5000.0,ST
Á. Barreal,20,Argentina,65,74,FC Cincinnati,1600000.0,2000.0,RW
A. Groiß,23,Germany,65,70,1. FC Saarbrücken,1000000.0,1000.0,CDM
Itaitinga,22,Brazil,65,75,FC Sion,1600000.0,6000.0,LM
S. Bajic,19,France,65,79,AS Saint-Étienne,1500000.0,2000.0,GK
N. Djouahra,21,France,65,78,Real Sociedad B,1800000.0,2000.0,LM
L. Ihorst,21,Germany,65,74,Eintracht Braunschweig,1600000.0,3000.0,ST
M. Phaëton,21,France,65,73,En Avant de Guingamp,1600000.0,2000.0,ST
Richardson,29,Brazil,65,65,Kashiwa Reysol,600000.0,3000.0,CDM
F. Almada,22,Argentina,65,73,Rosario Central,1500000.0,4000.0,CB
L. Agoumé,19,France,65,79,Stade Brestois 29,1700000.0,11000.0,CM
Rúben Macedo,25,Portugal,65,68,Clube Sport Marítimo,950000.0,3000.0,RW
A. Obando,21,Argentina,65,78,Boca Juniors,1800000.0,3000.0,LM
Júnior Brumado,22,Brazil,65,74,FC Midtjylland,1600000.0,7000.0,ST
Altube,21,Spain,65,79,CF Fuenlabrada,1500000.0,13000.0,GK
Maguinho,29,Brazil,65,65,Yokohama FC,625000.0,3000.0,RB
R. Williams,20,England,65,81,Swansea City,1800000.0,13000.0,CB
T. Raschl,21,Germany,65,75,Borussia Dortmund,1600000.0,9000.0,CM
I. Gomis,21,France,65,76,Amiens SC,1600000.0,1000.0,CM
D. Hanslik,24,Germany,65,67,1. FC Kaiserslautern,925000.0,1000.0,RM
C. Conteh,21,Germany,65,76,SV Sandhausen,1600000.0,2000.0,LW
Berto Cayarga,24,Spain,65,71,FC Cartagena,1100000.0,2000.0,LM
N. Ouammou,28,France,65,65,Rodez Aveyron Football,650000.0,2000.0,LWB
E. Simms,20,England,65,78,Everton,1700000.0,14000.0,ST
S. Köhler,24,Germany,65,69,VfL Osnabrück,1000000.0,1000.0,CM
T. Keller,21,Germany,65,75,FC Ingolstadt 04,1500000.0,3000.0,CB
Nené,26,Portugal,65,68,Santa Clara,925000.0,2000.0,CM
C. Boli,22,France,65,71,Racing Club de Lens,1100000.0,6000.0,RM
Rui Pires,23,Portugal,65,72,FC Paços de Ferreira,1400000.0,4000.0,CM
D. Fernández,20,Argentina,65,76,Vélez Sarsfield,1500000.0,3000.0,CB
S. Elia,22,Italy,65,74,Benevento,1600000.0,5000.0,RW
H. Mbock,21,France,65,75,Stade Brestois 29,1600000.0,4000.0,CM
F. Bilbija,21,Germany,65,77,FC Ingolstadt 04,1800000.0,4000.0,LM
H. Vandermersch,22,France,65,74,Stade Malherbe Caen,1500000.0,1000.0,RB
A. Lagos,19,Argentina,65,80,Atlético Tucumán,1600000.0,2000.0,RB
Ismael,20,Spain,65,78,Málaga CF,1700000.0,2000.0,CM
F. Michel,29,France,65,65,Grenoble Foot 38,700000.0,2000.0,CM
Borja Sainz,20,Spain,65,78,Real Zaragoza,1700000.0,5000.0,RM
G. Zappa,21,Italy,65,77,Cagliari,1700000.0,5000.0,RB
D. Bernard,20,England,65,80,Hull City,1600000.0,14000.0,CB
M. Kikonda,25,France,65,72,USL Dunkerque,1300000.0,2000.0,CDM
Tiago Alves,25,Portugal,65,70,Piast Gliwice,1000000.0,2000.0,CAM
G. Comas,23,Argentina,65,72,Unión de Santa Fe,1400000.0,3000.0,CM
G. Florentín,22,Argentina,65,73,Argentinos Juniors,1600000.0,3000.0,CM
G. Simeone,18,Argentina,65,81,Atlético de Madrid,1800000.0,5000.0,ST
S. Greenwood,19,England,65,82,Leeds United,1900000.0,11000.0,CF
D. Sarmiento,18,Argentina,65,83,Girona FC,1800000.0,1000.0,LM
J. Nardoni,18,Argentina,65,75,Unión de Santa Fe,1500000.0,1000.0,CM
Arambarri,23,Spain,65,74,Real Sociedad B,1500000.0,2000.0,CB
N. Ogbeta,20,England,65,76,Shrewsbury Town,1500000.0,2000.0,LWB
J. Indacoechea,20,Argentina,65,75,Club Atlético Aldosivi,1500000.0,2000.0,RB
Sotillos,23,Spain,65,72,CF Fuenlabrada,1300000.0,2000.0,CB
L. Ríos,20,Argentina,65,77,Club Atlético Banfield,1700000.0,3000.0,CM
M. Rivera,19,France,65,77,AS Saint-Étienne,1700000.0,5000.0,LM
R. Königsdörffer,19,Germany,65,79,SG Dynamo Dresden,1700000.0,2000.0,RM
Pablo Gozálbez,20,Spain,65,79,Valencia CF,1700000.0,6000.0,CAM
Javi Castro,20,Spain,65,77,RC Celta de Vigo,1600000.0,2000.0,CB
Vitor Carvalho,24,Brazil,65,70,Gil Vicente FC,1100000.0,2000.0,CM
Warleson,24,Brazil,65,70,KSV Cercle Brugge,875000.0,2000.0,GK
Ricard,21,Spain,65,79,CD Lugo,1700000.0,4000.0,RB
Pacheco,20,Spain,65,81,Real Sociedad,1800000.0,5000.0,CB
Julio Martínez,20,Spain,65,77,Málaga CF,1700000.0,2000.0,ST
S. Hezze,19,Argentina,65,81,Club Atlético Huracán,1800000.0,2000.0,CM
Javi López,19,Spain,65,78,Deportivo Alavés,1600000.0,3000.0,LB
Y. Keitel,21,Germany,65,76,Sport-Club Freiburg,1500000.0,5000.0,CDM
S. Simón,19,Argentina,65,79,River Plate,1700000.0,2000.0,RM
A. Molinas,20,Argentina,65,78,Boca Juniors,1700000.0,3000.0,CAM
J. Krasso,23,France,65,71,AS Saint-Étienne,1100000.0,7000.0,ST
M. Guzmán,21,Argentina,65,78,Estudiantes de La Plata,1700000.0,2000.0,CB
D. Borkowski,19,Germany,65,79,1. FC Nürnberg,1700000.0,10000.0,ST
T. Ndicka Matam,21,France,65,76,KV Oostende,1500000.0,2000.0,LWB
M. Peralta Bauer,23,Argentina,65,73,San Lorenzo de Almagro,1600000.0,4000.0,ST
L. Blanco,22,Argentina,65,75,Rosario Central,1500000.0,4000.0,LB
Erik,20,Brazil,65,78,Al Ain FC,1600000.0,500.0,LB
A. Virginius,18,France,65,79,FC Sochaux-Montbéliard,1700000.0,900.0,RW
M. Rittmüller,22,Germany,65,70,1. FC Heidenheim 1846,1000000.0,5000.0,RB
J. Schwermann,21,Germany,65,74,Sportclub Verl,1500000.0,550.0,CDM
J. Aude,18,Argentina,65,82,Club Atlético Lanús,1700000.0,1000.0,LB
J. Sforza,19,Argentina,65,82,Newell's Old Boys,1800000.0,2000.0,CM
Leo Román,21,Spain,65,79,RCD Mallorca,1500000.0,3000.0,GK
Diego Conde,22,Spain,65,77,Getafe CF,1500000.0,4000.0,GK
Cedric Teguía,19,Spain,65,80,RC Celta de Vigo,1700000.0,3000.0,LM
J. Navas,27,Argentina,65,66,Arsenal de Sarandí,750000.0,3000.0,RB
J. Boyamba,24,Germany,65,70,SV Waldhof Mannheim 07,1100000.0,1000.0,CF
Iván Bravo,20,Spain,65,77,CA Osasuna,1600000.0,5000.0,LB
Benítez,21,Spain,65,78,Málaga CF,1700000.0,2000.0,RB
Guilherme Mantuan,23,Brazil,65,72,Gil Vicente FC,1300000.0,2000.0,CDM
Nathan,19,Brazil,65,77,Boavista FC,1600000.0,2000.0,RB
Arribas,19,Spain,65,81,Real Madrid CF,1800000.0,16000.0,CAM
Tiago Morais,17,Portugal,65,81,Boavista FC,1800000.0,850.0,ST
André Paulo,24,Portugal,65,72,Sporting CP,1200000.0,2000.0,GK
David Costa,20,Portugal,65,79,Racing Club de Lens,1700000.0,6000.0,LW
N. Castro,20,Argentina,65,79,Newell's Old Boys,1700000.0,3000.0,CAM
F. Orozco,19,Argentina,65,84,Club Atlético Lanús,1800000.0,3000.0,LW
M. Ruggeri,18,Italy,65,78,US Salernitana 1919,1700000.0,4000.0,LM
Alex Millán,21,Spain,65,75,KSV Cercle Brugge,1600000.0,6000.0,ST
M. Gómez,33,Argentina,65,65,Club Atlético Palmaflor,350000.0,500.0,CDM
C. Wooh,19,France,65,80,Racing Club de Lens,1600000.0,3000.0,CB
J. Infante,25,Argentina,65,70,Platense,975000.0,3000.0,LB
R. Enrique,20,Argentina,65,79,Club Atlético Banfield,1700000.0,3000.0,ST
G. Benavídez,25,Argentina,65,70,Arsenal de Sarandí,975000.0,3000.0,RB
A. Medina,34,Argentina,65,65,Arsenal de Sarandí,120000.0,2000.0,GK
B. Sepúlveda,28,Argentina,65,65,Arsenal de Sarandí,725000.0,3000.0,ST
M. Giménez,24,Argentina,65,70,Club Atlético Central Córdoba,1100000.0,4000.0,ST
F. Baldasarra,22,Argentina,65,74,Platense,1600000.0,3000.0,CM
É. Michut,18,France,65,82,Paris Saint-Germain,1800000.0,6000.0,CM
C. Lukeba,18,France,65,80,Olympique Lyonnais,1600000.0,4000.0,CB
Y. Nadrani,24,France,65,70,Seraing,975000.0,3000.0,CB
Ekain,27,Spain,65,66,UD Ibiza,825000.0,2000.0,ST
S. Quemper,28,France,65,65,SC Bastia,650000.0,2000.0,LB
K. Schur,30,France,65,65,SC Bastia,700000.0,2000.0,LM
Higor Meritão,27,Brazil,65,67,Club Universidad Nacional,775000.0,3000.0,CDM
Turrientes,19,Spain,65,82,Real Sociedad B,1800000.0,1000.0,CM
Karrikaburu,18,Spain,65,84,Real Sociedad B,1800000.0,900.0,ST
L. Colwill,18,England,65,82,Huddersfield Town,1700000.0,750.0,CB
Copete,21,Spain,65,73,SD Ponferradina,1500000.0,2000.0,CB
F. Mansilla,22,Argentina,65,74,Newell's Old Boys,1500000.0,3000.0,CB
A. Sández,20,Argentina,65,75,Boca Juniors,1500000.0,3000.0,LB
M. Peart-Harris,18,England,65,80,Brentford,1700000.0,4000.0,CAM
Ricardinho,20,Brazil,65,75,Clube Sport Marítimo,1600000.0,2000.0,ST
Marcelo dos Santos,23,Brazil,65,71,Gil Vicente FC,1100000.0,3000.0,ST
Gonçalo Esteves,17,Portugal,65,82,Sporting CP,1700000.0,500.0,RWB
Fernandinho,23,Brazil,65,70,Fútbol Club Juárez,1100000.0,3000.0,LW
G. Morris,37,England,64,64,Crawley Town,60000.0,2000.0,GK
P. Clarke,39,England,64,64,Tranmere Rovers,100000.0,2000.0,CB
I. Henderson,36,England,64,64,Salford City,200000.0,4000.0,ST
A. Lonergan,37,England,64,64,Everton,60000.0,7000.0,GK
R. König,38,Germany,64,64,FSV Zwickau,200000.0,700.0,ST
Mikel Álvaro,38,Spain,64,64,SD Amorebieta,180000.0,1000.0,CM
D. Pratley,36,England,64,64,Leyton Orient,180000.0,3000.0,CM
L. Chambers,35,England,64,64,Colchester United,150000.0,3000.0,CB
D. Jones,36,England,64,64,Wrexham AFC,180000.0,500.0,CM
J. Perch,35,England,64,64,Mansfield Town,150000.0,3000.0,CB
D. Charles,33,England,64,64,AFC Wimbledon,275000.0,2000.0,CB
M. Hughes,34,England,64,64,Bristol Rovers,190000.0,3000.0,CB
Hugo Vieira,32,Portugal,64,64,FC U Craiova 1948,475000.0,3000.0,ST
B. Pitman,33,England,64,64,Bristol Rovers,375000.0,4000.0,ST
T. Diagouraga,34,France,64,64,Morecambe,200000.0,2000.0,CDM
J. Pearce,33,England,64,64,Charlton Athletic,275000.0,2000.0,CB
J. Mousinho,35,England,64,64,Oxford United,150000.0,2000.0,CB
F. Assmann,35,Argentina,64,64,Club Atlético Aldosivi,60000.0,1000.0,GK
S. Fürstner,33,Germany,64,64,1. FSV Mainz 05,300000.0,5000.0,CDM
P. Klandt,37,Germany,64,64,1. FC Nürnberg,60000.0,2000.0,GK
Iriome,34,Spain,64,64,CD Lugo,275000.0,2000.0,RM
M. Bartley,34,England,64,64,Livingston FC,200000.0,2000.0,CDM
Y. Thuram,32,France,64,64,Amiens SC,300000.0,1000.0,GK
D. Vega,37,Argentina,64,64,San Jose Earthquakes,60000.0,1000.0,GK
J. Flum,33,Germany,64,64,SC Freiburg II,300000.0,1000.0,CDM
A. Bittroff,32,Germany,64,64,1. FC Magdeburg,375000.0,1000.0,CB
L. Murphy,31,England,64,64,Crewe Alexandra,475000.0,3000.0,CM
G. Taylor,31,England,64,64,Cambridge United,400000.0,2000.0,CB
T. Mickel,32,Germany,64,64,Hamburger SV,300000.0,3000.0,GK
S. O'Keefe,30,England,64,64,Gillingham,500000.0,2000.0,CDM
C. Main,29,England,64,64,St. Mirren,575000.0,2000.0,ST
Aimar,36,Spain,64,64,SD Amorebieta,100000.0,1000.0,CB
J. Obika,30,England,64,64,Morecambe,575000.0,2000.0,ST
C. Menz,32,Germany,64,64,FC Viktoria 1889 Berlin,400000.0,1000.0,CDM
M. Duffy,35,England,64,64,Tranmere Rovers,240000.0,2000.0,CAM
T. Jänicke,32,Germany,64,64,1. FC Saarbrücken,450000.0,2000.0,CM
A. Wildig,29,England,64,64,Morecambe,575000.0,2000.0,CM
A. Eastham,30,England,64,64,Salford City,475000.0,5000.0,CB
S. Winnall,30,England,64,64,Oxford United,575000.0,3000.0,ST
L. Tankulić,30,Germany,64,64,SV Meppen,575000.0,750.0,CAM
C. Butcher,30,England,64,64,Dundee United,550000.0,2000.0,CM
R. Bowman,29,England,64,64,Shrewsbury Town,575000.0,3000.0,ST
G. Francomb,29,England,64,64,Crawley Town,525000.0,3000.0,RB
D. Oberhauser,30,France,64,65,FC Metz,450000.0,3000.0,GK
J. McEachran,28,England,64,64,Milton Keynes Dons,575000.0,3000.0,CM
H. Pell,29,England,64,64,Accrington Stanley,575000.0,2000.0,CM
T. Eastman,29,England,64,64,Colchester United,500000.0,4000.0,CB
J. Lowe,29,England,64,64,Salford City,500000.0,5000.0,CDM
B. Heneghan,27,England,64,66,AFC Wimbledon,625000.0,2000.0,CB
B. Garratt,27,England,64,66,Burton Albion,525000.0,1000.0,GK
K. Kraus,28,Germany,64,64,1. FC Kaiserslautern,500000.0,1000.0,CB
S. Wootton,29,England,64,64,Morecambe,500000.0,2000.0,CB
J. Wießmeier,28,Germany,64,64,SV Ried,600000.0,3000.0,CAM
J. Sternberg,28,Germany,64,64,Hallescher FC,525000.0,1000.0,LB
P. Breier,29,Germany,64,64,F.C. Hansa Rostock,575000.0,3000.0,ST
R. Bennett,29,England,64,64,Gillingham,500000.0,2000.0,CB
B. Valette,28,France,64,65,AS Nancy Lorraine,475000.0,2000.0,GK
B. Diallo,30,France,64,64,FC U Craiova 1948,475000.0,2000.0,CB
J. Turnbull,26,England,64,66,Salford City,650000.0,5000.0,CB
C. Vincent,28,France,64,64,SC Bastia,575000.0,2000.0,CM
P. Digby,26,England,64,67,Cambridge United,700000.0,2000.0,CDM
J. Bolton,26,England,64,65,Plymouth Argyle,625000.0,3000.0,RB
D. Samuel,27,England,64,65,Ross County FC,675000.0,2000.0,ST
W. Jobello,27,France,64,64,Coventry City,625000.0,6000.0,RW
K. Pusch,28,Germany,64,64,MSV Duisburg,600000.0,2000.0,CAM
M. Lais,30,Germany,64,64,SV Wehen Wiesbaden,500000.0,2000.0,CDM
J. Moore-Taylor,27,England,64,66,Forest Green Rovers,625000.0,5000.0,CB
F. Stritzel,27,Germany,64,67,SV Wehen Wiesbaden,575000.0,2000.0,GK
A. Ndiaye,30,France,64,64,AC Ajaccio,575000.0,2000.0,RM
D. Wright,26,England,64,64,Hibernian,650000.0,2000.0,RM
P. Wiegers,31,Germany,64,64,SG Dynamo Dresden,300000.0,3000.0,GK
T. Vincensini,27,France,64,67,SC Bastia,575000.0,1000.0,GK
J. Tillson,28,England,64,64,Ross County FC,525000.0,2000.0,CDM
W. Falcone,26,Italy,64,69,U.C. Sampdoria,675000.0,3000.0,GK
J. Ironside,27,England,64,65,Cambridge United,675000.0,3000.0,ST
E. Zidane,26,France,64,67,Rodez Aveyron Football,775000.0,1000.0,CAM
